"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"0500000US39025","Clermont County, Ohio","86366","1518","4.8","1.3","2.1","0.9","4.7","1.2","5.1","1.4","7.6","1.5","18.1","2.4","15.5","2.1","20.5","2.6","10.7","1.7","10.9","1.7","87952","4736","110717","6315","34.9","(X)","(X)","(X)","(X)","(X)","59301","2669","3.6","1.5","0.7","0.6","2.1","0.9","4.3","1.9","5.4","1.8","16.3","2.8","16.0","2.2","24.6","3.2","13.2","2.4","13.9","2.3","102516","4255","128104","7893","(X)","(X)","37.8","(X)","(X)","(X)","43460","2574","1.9","1.5","0.5","0.5","1.0","0.7","1.3","0.7","3.7","1.5","15.5","3.0","15.5","2.5","26.2","3.4","16.8","3.0","17.5","3.0","119172","11157","146226","9053","(X)","(X)","(X)","(X)","(X)","(X)","27065","2112","8.4","2.9","5.2","2.2","10.6","3.6","9.3","2.8","13.3","3.4","23.0","4.8","13.8","4.5","8.5","3.4","4.2","1.7","3.7","1.7","53016","5970","66665","6820","(X)","(X)","(X)","(X)","26.5","(X)",
"0500000US39029","Columbiana County, Ohio","41209","1847","5.0","2.0","4.6","2.1","10.0","2.7","9.4","2.3","13.1","2.8","22.0","3.3","12.6","2.6","13.4","2.6","5.1","1.9","4.9","1.8","58360","3764","74601","4622","35.6","(X)","(X)","(X)","(X)","(X)","25684","1758","4.4","2.2","2.7","1.9","5.6","2.5","6.7","2.2","11.0","3.1","20.9","3.8","18.0","4.2","17.3","3.8","7.4","2.8","6.1","2.3","73847","4508","89425","6480","(X)","(X)","34.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","87033","8447","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15525","1643","7.4","3.8","7.8","4.4","17.8","5.9","14.0","4.8","17.1","6.2","24.5","7.1","4.9","3.0","3.8","3.1","0.2","0.3","2.5","2.9","37534","5160","45775","6593","(X)","(X)","(X)","(X)","35.1","(X)",
"0500000US39035","Cuyahoga County, Ohio","551960","4228","7.1","0.7","4.3","0.5","7.9","0.7","7.5","0.6","11.2","0.9","17.6","1.0","11.9","0.9","15.8","0.7","7.4","0.6","9.4","0.6","65974","1463","94410","2162","35.2","(X)","(X)","(X)","(X)","(X)","294067","7196","3.9","0.6","2.2","0.6","4.1","0.7","5.6","0.8","9.1","1.1","16.1","1.2","13.7","1.1","20.0","1.0","10.4","0.9","14.7","1.0","89951","2940","121624","3353","(X)","(X)","39.4","(X)","(X)","(X)","189984","5654","1.1","0.3","1.0","0.5","1.6","0.5","3.1","0.8","5.5","0.9","13.3","1.3","14.4","1.5","24.3","1.4","14.2","1.3","21.6","1.5","117745","3227","153484","4831","(X)","(X)","(X)","(X)","(X)","(X)","257893","7578","11.2","1.3","7.0","1.0","12.6","1.4","10.2","1.0","14.2","1.2","18.8","1.7","9.9","1.0","9.7","1.0","3.5","0.6","2.9","0.7","43191","2083","60049","2812","(X)","(X)","(X)","(X)","29.0","(X)",
"0500000US39041","Delaware County, Ohio","86232","1506","3.6","1.5","1.3","0.7","2.6","0.9","3.6","1.1","5.4","1.3","10.4","1.8","9.7","2.0","20.2","2.0","14.7","2.5","28.6","2.5","132530","10720","167581","8179","30.1","(X)","(X)","(X)","(X)","(X)","64295","2539","1.2","0.8","0.9","0.8","1.0","0.6","1.3","0.8","3.7","1.4","8.3","1.8","7.8","2.0","23.3","2.4","17.8","2.8","34.7","3.1","155107","5831","190850","9671","(X)","(X)","28.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","167018","11512","N","N","(X)","(X)","(X)","(X)","(X)","(X)","21937","2481","12.2","5.5","2.5","1.6","7.3","3.1","10.0","3.9","11.3","3.6","15.7","4.6","15.4","5.0","12.2","3.6","4.5","2.6","8.8","3.8","57615","8228","91563","16654","(X)","(X)","(X)","(X)","34.6","(X)",
"0500000US39043","Erie County, Ohio","32447","1555","5.6","2.7","3.9","1.8","7.2","2.2","9.2","2.9","10.1","3.6","14.8","4.0","12.0","2.7","21.3","3.4","7.4","2.1","8.6","3.0","73306","8715","93428","8724","36.6","(X)","(X)","(X)","(X)","(X)","19634","1571","5.3","3.8","2.5","1.5","3.8","2.5","5.9","3.3","6.5","3.3","11.7","3.3","14.4","4.0","26.2","5.1","10.4","3.3","13.3","4.6","99810","12552","117296","14066","(X)","(X)","41.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","111204","6174","N","N","(X)","(X)","(X)","(X)","(X)","(X)","12813","1815","6.6","3.6","6.6","4.0","13.7","5.1","13.9","6.0","15.4","7.0","18.6","7.9","7.8","3.4","14.2","5.1","1.8","1.7","1.4","1.6","45382","8006","54953","6380","(X)","(X)","(X)","(X)","27.8","(X)",
"0500000US39045","Fairfield County, Ohio","60691","1478","3.1","1.1","2.3","1.1","4.6","1.6","5.9","1.4","9.1","1.7","14.5","2.6","16.8","2.6","21.4","2.9","9.9","1.6","12.5","1.9","91034","4752","109852","5888","36.7","(X)","(X)","(X)","(X)","(X)","45470","1765","1.9","1.1","1.9","1.2","2.8","1.6","3.0","1.3","6.2","1.4","13.9","2.7","18.3","3.4","24.5","3.5","12.1","2.3","15.4","2.4","101421","4142","125835","6713","(X)","(X)","36.2","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","119658","6241","N","N","(X)","(X)","(X)","(X)","(X)","(X)","15221","1703","6.6","3.1","4.8","3.2","9.9","3.3","15.6","4.4","17.3","5.4","19.4","5.0","13.0","4.1","10.4","3.9","2.2","1.5","0.9","1.1","44732","9805","55106","5008","(X)","(X)","(X)","(X)","35.1","(X)",
"0500000US39049","Franklin County, Ohio","559276","5437","5.2","0.6","3.0","0.5","5.4","0.6","7.0","0.6","11.5","0.8","16.8","1.0","13.6","0.9","16.9","0.8","8.4","0.6","12.0","0.9","76536","1656","105295","2542","31.1","(X)","(X)","(X)","(X)","(X)","319595","7762","3.2","0.7","1.9","0.6","3.6","0.7","5.5","0.9","9.1","1.0","15.0","1.3","12.3","1.0","20.0","1.1","11.7","0.9","17.8","1.3","98870","3187","130781","4146","(X)","(X)","35.2","(X)","(X)","(X)","213311","6428","1.7","0.8","1.0","0.5","1.7","0.6","2.9","0.7","5.3","1.0","12.3","1.3","12.8","1.2","23.5","1.4","14.7","1.3","24.1","1.6","125118","4072","158419","5360","(X)","(X)","(X)","(X)","(X)","(X)","239681","7970","8.5","1.1","4.8","0.8","8.0","1.1","9.4","1.2","15.6","1.4","19.5","1.6","15.2","1.5","11.8","1.3","3.6","0.8","3.6","0.7","52843","2203","67701","2546","(X)","(X)","(X)","(X)","24.7","(X)",
"0500000US39055","Geauga County, Ohio","36452","863","1.7","1.0","1.1","0.8","3.4","1.7","6.2","1.9","9.1","2.2","13.3","2.4","9.0","2.3","21.2","3.0","13.8","3.2","21.1","3.8","111717","8108","155131","20208","38.6","(X)","(X)","(X)","(X)","(X)","27121","1400","1.3","1.1","0.4","0.4","1.4","1.1","4.4","1.9","6.0","2.1","9.4","2.4","10.0","2.9","25.8","4.0","15.9","3.8","25.6","4.4","134388","9050","181177","25005","(X)","(X)","40.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","142296","9461","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9331","1370","3.0","2.4","3.2","2.8","9.7","6.5","11.4","5.9","20.1","6.4","24.8","5.9","7.7","4.5","7.9","3.4","9.6","5.4","2.5","1.7","53095","8091","73634","11612","(X)","(X)","(X)","(X)","32.0","(X)",
"0500000US39057","Greene County, Ohio","69106","1252","3.9","1.1","3.1","1.2","4.4","1.2","4.9","1.3","10.2","1.9","16.8","2.5","12.2","2.2","21.6","2.8","11.0","2.0","11.8","1.8","86466","7867","106676","4274","30.4","(X)","(X)","(X)","(X)","(X)","43329","2414","1.8","1.2","1.2","0.9","2.8","1.1","2.8","1.1","7.2","2.1","15.7","3.1","11.1","2.3","25.3","3.9","15.4","2.7","16.9","2.4","115514","8635","129006","5924","(X)","(X)","33.9","(X)","(X)","(X)","34764","2221","0.6","0.5","0.3","0.4","2.2","1.0","2.4","0.9","5.4","2.2","11.6","2.4","11.6","2.4","27.4","4.3","18.6","3.1","19.9","3.1","127079","4769","N","N","(X)","(X)","(X)","(X)","(X)","(X)","25777","2272","7.7","2.3","7.1","2.9","7.7","2.6","8.4","2.8","15.9","4.2","20.9","4.5","13.4","3.8","12.6","3.5","3.6","2.3","2.8","2.4","52608","5613","65594","7179","(X)","(X)","(X)","(X)","24.2","(X)",
"0500000US39061","Hamilton County, Ohio","359495","2983","6.5","0.9","3.7","0.7","6.3","0.9","6.8","0.9","10.7","1.0","17.0","1.2","12.0","1.1","15.7","1.1","9.6","0.9","11.8","0.8","72728","3430","109767","4379","33.1","(X)","(X)","(X)","(X)","(X)","202198","5765","4.2","0.9","1.1","0.5","4.8","1.3","4.0","0.9","7.3","1.2","15.9","1.8","13.5","1.3","18.5","1.4","13.2","1.5","17.5","1.3","98377","4617","137187","5718","(X)","(X)","34.0","(X)","(X)","(X)","139468","4846","0.6","0.3","0.5","0.3","2.4","0.8","2.6","0.9","5.3","0.9","12.1","1.6","13.8","1.5","21.7","1.7","16.8","1.9","24.2","1.8","128221","4966","168934","6805","(X)","(X)","(X)","(X)","(X)","(X)","157297","6087","10.0","1.7","6.8","1.4","9.3","1.6","10.3","1.7","15.0","1.7","18.9","2.0","9.7","1.5","11.2","1.6","4.6","1.1","4.0","1.0","47847","3427","71680","6613","(X)","(X)","(X)","(X)","30.3","(X)",
"0500000US39063","Hancock County, Ohio","31884","1055","5.6","2.9","3.9","1.9","3.0","1.4","5.1","1.7","12.3","3.2","15.1","3.2","16.4","4.0","24.3","4.7","7.7","2.8","6.5","2.3","81810","6679","90168","5461","33.6","(X)","(X)","(X)","(X)","(X)","20725","1397","1.7","1.4","1.1","1.2","1.1","1.2","2.5","1.7","8.9","3.4","15.9","4.9","18.3","5.2","31.3","6.2","10.5","4.0","8.8","3.1","100389","9283","107996","6812","(X)","(X)","40.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","104440","3641","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11159","1362","14.4","7.9","9.1","4.4","6.5","3.6","10.8","4.5","19.0","6.6","14.1","4.7","10.0","4.7","13.4","6.2","1.9","2.2","0.8","1.3","40869","2003","52434","7738","(X)","(X)","(X)","(X)","21.7","(X)",
"0500000US39085","Lake County, Ohio","102351","1395","3.9","1.1","2.4","0.9","4.2","1.1","6.9","1.5","10.0","1.6","17.3","2.1","13.7","1.8","20.4","1.9","12.1","1.6","9.2","1.4","84604","4077","105046","4790","34.4","(X)","(X)","(X)","(X)","(X)","62613","2429","1.5","0.8","0.5","0.7","2.1","1.0","2.7","1.0","6.5","1.8","16.9","2.4","14.5","2.4","26.2","2.4","16.1","2.3","13.1","2.0","105506","4246","128808","6501","(X)","(X)","36.3","(X)","(X)","(X)","49130","2282","0.9","0.6","0.2","0.2","1.1","0.6","2.2","1.0","5.2","1.7","13.1","2.4","13.6","2.6","28.9","2.9","19.1","2.6","15.7","2.5","118417","6693","N","N","(X)","(X)","(X)","(X)","(X)","(X)","39738","2527","8.2","2.5","5.3","2.1","8.3","2.6","13.8","3.5","15.3","3.4","19.5","3.1","12.4","2.6","9.1","3.0","5.3","2.0","2.7","1.8","48458","6182","64216","6650","(X)","(X)","(X)","(X)","30.8","(X)",
"0500000US39089","Licking County, Ohio","69422","1348","3.5","1.2","2.4","1.0","5.5","1.7","7.1","1.7","9.6","1.7","13.3","2.0","14.4","2.4","21.4","2.5","12.4","1.9","10.5","1.8","86569","3718","106666","5809","31.0","(X)","(X)","(X)","(X)","(X)","47873","2222","2.7","1.4","1.1","0.7","4.0","1.8","2.5","0.9","8.3","2.3","11.4","2.1","15.8","3.0","24.6","2.9","15.9","2.4","13.7","2.4","105972","7730","124355","7696","(X)","(X)","31.0","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","117026","5486","N","N","(X)","(X)","(X)","(X)","(X)","(X)","21549","2044","6.0","2.4","5.6","2.6","10.5","3.9","17.2","4.5","14.6","4.0","17.8","3.9","11.2","3.7","12.0","3.5","2.7","1.5","2.5","1.7","45734","4351","60719","5771","(X)","(X)","(X)","(X)","30.2","(X)",
"0500000US39093","Lorain County, Ohio","130167","2051","4.6","0.9","2.9","0.8","6.2","1.3","8.8","1.3","10.6","1.3","15.0","1.4","13.5","1.8","19.5","2.0","9.1","1.6","10.0","1.3","78911","4291","96570","3297","35.7","(X)","(X)","(X)","(X)","(X)","82425","2968","1.9","0.9","1.9","0.8","4.0","1.4","5.9","1.2","6.8","1.5","15.7","1.9","13.5","2.0","24.5","2.6","11.7","2.1","14.0","1.8","100311","3639","115832","4610","(X)","(X)","35.3","(X)","(X)","(X)","62151","2753","0.4","0.4","0.6","0.4","1.7","0.8","3.6","1.1","5.0","1.3","13.4","2.2","14.9","2.5","28.8","3.1","14.5","2.9","17.0","2.1","115009","8643","N","N","(X)","(X)","(X)","(X)","(X)","(X)","47742","2623","9.9","2.2","5.7","2.0","11.0","2.4","15.2","2.8","16.3","3.0","15.2","2.4","10.6","2.8","9.5","2.6","4.7","2.0","1.9","0.8","41475","2693","57797","4540","(X)","(X)","(X)","(X)","34.4","(X)",
"0500000US39095","Lucas County, Ohio","186431","2092","7.2","1.0","4.2","0.8","8.8","1.4","7.2","1.0","12.7","1.3","16.9","1.2","13.0","1.3","16.3","1.2","6.8","0.9","6.9","0.8","63575","2321","86567","2804","38.6","(X)","(X)","(X)","(X)","(X)","108596","3017","6.0","1.4","1.4","0.5","5.7","1.4","5.6","1.2","8.6","1.6","16.9","1.9","14.7","1.8","20.6","1.8","10.5","1.4","9.9","1.2","84124","4948","107036","4322","(X)","(X)","40.3","(X)","(X)","(X)","68415","2884","1.5","0.7","0.6","0.4","2.5","1.0","2.5","0.9","6.0","1.6","15.7","2.1","15.9","1.9","27.0","2.4","14.0","1.9","14.4","1.8","107424","4052","N","N","(X)","(X)","(X)","(X)","(X)","(X)","77835","3445","10.1","1.9","8.5","1.9","13.1","2.3","10.3","1.7","18.1","2.3","17.2","1.9","10.2","1.7","9.2","1.8","1.5","0.6","1.9","0.7","40815","1649","54196","3343","(X)","(X)","(X)","(X)","35.5","(X)",
"0500000US39099","Mahoning County, Ohio","98260","1929","6.9","1.6","7.0","1.5","9.1","1.6","8.3","1.2","12.4","2.0","18.8","2.2","12.0","1.6","13.0","1.7","6.8","1.4","5.8","1.2","57167","3290","79885","5164","34.3","(X)","(X)","(X)","(X)","(X)","56812","2856","4.4","1.6","3.2","1.3","4.0","1.4","6.1","1.8","10.8","2.1","18.5","2.4","15.2","2.5","19.7","2.7","10.0","2.3","8.2","1.7","79363","4794","103671","8374","(X)","(X)","35.5","(X)","(X)","(X)","37879","2333","1.8","1.0","0.9","0.7","1.7","0.8","2.7","1.0","7.1","2.0","17.8","3.0","17.6","3.3","26.2","3.7","13.3","3.4","11.0","2.4","100717","9100","N","N","(X)","(X)","(X)","(X)","(X)","(X)","41448","2921","11.5","3.0","12.3","3.0","16.2","3.5","11.4","2.3","15.1","3.0","20.5","3.5","7.2","2.0","2.7","1.1","1.4","0.8","1.7","0.9","33351","4582","43402","2798","(X)","(X)","(X)","(X)","31.0","(X)",
"0500000US39101","Marion County, Ohio","25208","884","6.5","2.9","5.9","2.7","9.5","3.3","7.6","2.6","9.8","2.8","20.6","4.1","12.3","3.9","16.9","3.3","6.4","2.4","4.6","2.2","62268","6046","77042","7701","42.8","(X)","(X)","(X)","(X)","(X)","15927","1327","3.1","2.9","4.3","2.9","4.9","2.8","5.7","3.0","11.1","3.9","18.2","4.9","15.5","5.2","21.5","4.6","9.1","3.5","6.6","3.3","80326","10716","94166","9629","(X)","(X)","43.1","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","99760","9119","N","N","(X)","(X)","(X)","(X)","(X)","(X)","9281","1463","14.3","7.0","8.7","5.1","20.1","7.8","11.6","5.2","8.4","4.9","20.8","7.3","5.5","4.6","8.7","6.5","0.7","1.2","1.2","2.2","28911","10401","43947","8984","(X)","(X)","(X)","(X)","42.1","(X)",
"0500000US39103","Medina County, Ohio","74708","1255","2.2","0.9","2.1","0.9","3.9","0.9","6.2","1.4","11.8","2.4","14.4","1.9","13.5","2.1","16.8","2.2","13.7","1.6","15.3","1.6","92523","3916","122256","5043","36.0","(X)","(X)","(X)","(X)","(X)","49920","1896","2.0","1.2","1.4","1.0","2.0","1.0","2.2","1.1","7.3","2.1","10.9","1.8","14.7","2.4","21.0","2.6","17.4","2.3","21.1","2.3","120808","7713","149340","7631","(X)","(X)","35.7","(X)","(X)","(X)","40783","1873","1.3","1.0","0.8","0.6","1.6","0.8","1.0","0.6","6.0","2.1","10.6","2.0","12.6","2.2","21.9","2.9","19.9","2.7","24.4","2.7","131375","7286","N","N","(X)","(X)","(X)","(X)","(X)","(X)","24788","2075","3.7","1.8","3.6","1.9","8.0","2.3","13.7","3.6","22.2","5.4","20.6","4.3","11.9","3.7","9.2","3.5","5.2","2.6","1.9","1.2","48641","5167","63502","5160","(X)","(X)","(X)","(X)","35.9","(X)",
"0500000US39109","Miami County, Ohio","45746","819","4.2","1.9","4.3","2.1","6.5","2.5","5.3","1.9","9.4","2.5","14.3","3.1","14.6","3.0","18.8","2.9","13.9","3.0","8.7","1.8","84845","6576","101745","5667","32.7","(X)","(X)","(X)","(X)","(X)","29399","1832","2.1","1.6","1.2","1.1","4.9","2.6","1.8","1.3","6.3","2.6","11.4","3.3","14.5","3.6","24.6","3.9","20.1","4.6","13.0","2.8","110755","9296","125744","8232","(X)","(X)","29.5","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","122518","16627","N","N","(X)","(X)","(X)","(X)","(X)","(X)","16347","1865","10.3","5.0","9.8","5.0","9.5","5.1","10.8","4.8","16.5","5.3","19.8","6.0","13.2","5.5","6.6","3.7","2.3","2.2","1.1","1.6","43322","8496","54546","8481","(X)","(X)","(X)","(X)","37.8","(X)",
"0500000US39113","Montgomery County, Ohio","232348","2913","7.0","1.1","3.7","0.9","6.4","0.9","8.8","1.1","12.8","1.4","16.5","1.6","14.2","1.3","16.6","1.4","7.1","0.9","6.8","0.8","65985","2930","88169","3834","36.7","(X)","(X)","(X)","(X)","(X)","130530","3771","3.4","1.0","2.4","1.1","3.8","0.9","4.6","1.1","9.0","1.7","17.0","2.1","16.1","1.6","22.2","2.2","10.7","1.5","10.8","1.3","89706","5093","111298","4262","(X)","(X)","36.7","(X)","(X)","(X)","94270","3647","1.1","0.7","0.2","0.2","1.6","0.6","3.6","1.1","6.6","1.6","15.6","2.2","16.7","2.1","26.6","2.8","13.5","1.9","14.7","1.7","108655","6251","131157","5484","(X)","(X)","(X)","(X)","(X)","(X)","101818","3892","12.1","2.3","6.2","1.5","10.1","1.6","14.1","2.1","18.7","2.8","16.0","2.1","10.6","1.9","8.2","1.5","2.3","0.8","1.6","0.8","41056","2029","56019","6212","(X)","(X)","(X)","(X)","36.1","(X)",
"0500000US39119","Muskingum County, Ohio","33511","1416","4.2","1.9","3.5","1.5","9.0","2.4","9.5","3.1","14.2","3.2","20.5","3.6","12.1","2.8","18.5","3.8","4.6","1.5","3.8","1.4","61026","7635","79608","6471","37.3","(X)","(X)","(X)","(X)","(X)","21838","1547","3.4","2.3","2.3","1.7","4.7","2.7","6.8","3.4","13.5","4.5","17.0","4.7","19.6","4.9","22.0","4.9","7.3","2.5","3.5","1.7","78506","8116","89977","8651","(X)","(X)","38.4","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","90821","8523","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11673","1391","6.6","3.5","6.7","3.3","20.2","6.1","13.2","5.4","17.8","5.6","23.6","6.1","2.2","1.9","7.0","4.3","0.0","1.6","2.8","1.9","37722","5470","53526","10319","(X)","(X)","(X)","(X)","30.9","(X)",
"0500000US39133","Portage County, Ohio","67210","1503","5.3","1.6","2.4","1.3","8.2","2.2","5.9","1.6","10.0","2.1","16.3","3.3","13.3","2.8","23.1","3.2","8.7","2.1","6.7","1.4","80174","7588","99085","9651","36.9","(X)","(X)","(X)","(X)","(X)","42379","2047","2.4","1.3","0.8","0.6","2.2","1.5","3.9","1.5","9.0","2.7","16.6","3.4","16.3","3.6","27.8","4.2","10.8","2.8","10.1","2.0","98527","6859","121036","14099","(X)","(X)","38.7","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","106211","4428","N","N","(X)","(X)","(X)","(X)","(X)","(X)","24831","2310","10.9","3.4","5.2","3.1","18.2","5.1","9.6","3.1","15.7","4.3","14.8","4.4","9.8","3.7","11.5","3.9","3.2","2.2","1.0","0.9","40274","3630","54782","5481","(X)","(X)","(X)","(X)","32.2","(X)",
"0500000US39139","Richland County, Ohio","49979","1463","3.2","1.3","4.1","1.7","6.2","2.0","9.7","3.1","11.5","2.5","21.9","2.9","13.5","2.6","17.7","3.2","7.3","2.1","4.8","1.7","66312","3950","83754","5131","35.0","(X)","(X)","(X)","(X)","(X)","31181","2014","2.7","1.4","1.0","0.7","3.2","1.8","5.9","2.4","9.0","2.8","21.5","3.9","15.1","3.4","23.7","5.0","10.6","3.2","7.2","2.7","87673","10362","101534","6963","(X)","(X)","35.3","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","98969","6644","N","N","(X)","(X)","(X)","(X)","(X)","(X)","18798","2072","5.2","2.6","8.4","4.0","12.0","4.0","18.6","6.9","16.3","4.6","22.2","4.9","9.3","3.0","5.6","2.8","1.7","1.4","0.7","0.9","38264","4880","50537","6627","(X)","(X)","(X)","(X)","32.2","(X)",
"0500000US39141","Ross County, Ohio","30588","885","4.4","2.1","2.2","1.1","8.6","3.3","9.7","3.2","11.3","3.5","23.5","4.9","13.5","3.6","14.5","3.7","6.1","2.3","6.3","2.3","67743","5279","93812","12459","37.9","(X)","(X)","(X)","(X)","(X)","18675","1685","4.9","3.0","0.0","0.1","6.9","3.2","5.5","3.3","7.1","2.9","22.0","6.5","16.3","4.5","22.3","5.9","6.3","2.8","8.6","3.4","83972","15914","103868","14668","(X)","(X)","30.6","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","97587","10544","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11913","1668","7.7","4.1","5.5","2.9","14.1","6.6","12.6","5.7","16.4","6.8","26.0","8.3","7.2","4.5","4.4","2.6","3.4","2.6","2.7","2.2","41598","9179","73931","22821","(X)","(X)","(X)","(X)","43.2","(X)",
"0500000US39145","Scioto County, Ohio","29844","1062","9.1","2.6","8.2","3.3","14.0","3.6","6.1","2.2","9.2","2.5","15.6","3.4","9.6","3.1","18.7","4.2","5.9","2.7","3.7","1.5","54431","6877","74651","7416","34.3","(X)","(X)","(X)","(X)","(X)","18220","1731","5.1","3.2","3.3","2.1","7.0","4.1","3.7","2.1","9.4","3.2","18.6","4.9","13.4","4.7","27.2","5.8","7.1","3.6","5.2","2.5","80180","9985","92449","11011","(X)","(X)","30.9","(X)","(X)","(X)","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","93725","14218","N","N","(X)","(X)","(X)","(X)","(X)","(X)","11624","1650","18.3","5.5","16.4","7.6","24.2","7.2","8.2","3.4","8.4","4.3","13.5","4.7","3.1","2.3","5.2","3.2","1.4","1.9","1.3","1.2","20613","2520","42234","10393","(X)","(X)","(X)","(X)","37.2","(X)",
"0500000US39151","Stark County, Ohio","157562","2103","5.5","1.2","3.5","0.9","6.4","1.0","7.3","1.0","12.2","1.4","18.8","1.6","15.1","1.4","17.3","1.8","7.4","1.2","6.5","1.1","69276","3373","86220","2605","33.6","(X)","(X)","(X)","(X)","(X)","97373","3194","3.6","1.3","1.4","0.5","4.1","1.2","3.5","1.0","10.9","2.1","18.8","2.5","16.1","1.9","21.5","2.4","10.6","1.8","9.6","1.7","86254","3339","104707","4177","(X)","(X)","36.2","(X)","(X)","(X)","70861","3013","1.5","1.0","1.2","0.6","2.1","0.8","2.3","0.9","7.3","1.7","16.1","2.5","17.2","2.3","26.9","3.0","13.2","2.2","12.3","2.3","102736","3918","N","N","(X)","(X)","(X)","(X)","(X)","(X)","60189","3219","9.4","2.3","6.8","2.2","11.1","2.3","13.4","2.2","17.8","2.6","19.5","2.8","11.5","2.2","7.2","1.6","2.2","1.0","1.2","0.8","41409","2437","51930","3023","(X)","(X)","(X)","(X)","28.0","(X)",
